land,rb,kreis,vb,gemeindename,_ars_gemeinde,kennzeichen,flaeche_km2,bev_geseamt,bev_maennl,bev_weibl,bev_pro_km2,plz,longitude,latitude,reisegebiet_name,urbanisierung_cat
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,Wüstenrot,Wüstenrot,081250107107,Kreisangehörige Gemeinde,30.02,6727,3251,3476,224,71543,"9,460742","49,080263",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Stadt Bad Friedrichshall,"Bad Friedrichshall, Stadt",081255001005,Stadt,24.71,19349,9793,9556,783,74177,"9,218098","49,22469",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Stadt Bad Friedrichshall,Oedheim,081255001078,Kreisangehörige Gemeinde,21.24,6463,3201,3262,304,74229,"9,257536","49,239986",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Stadt Bad Friedrichshall,Offenau,081255001079,Kreisangehörige Gemeinde,5.66,2909,1448,1461,514,74254,"9,163268","49,243887",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Stadt Bad Rappenau,"Bad Rappenau, Stadt",081255002006,Große Kreisstadt,73.56,21557,10663,10894,293,74906,"9,103117","49,240303",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Stadt Bad Rappenau,Kirchardt,081255002049,Kreisangehörige Gemeinde,21.5,5997,3067,2930,279,74912,"8,990394","49,205097",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Stadt Bad Rappenau,Siegelsbach,081255002087,Kreisangehörige Gemeinde,7.68,1691,867,824,220,74936,"9,089791","49,271185",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Stadt Brackenheim,"Brackenheim, Stadt",081255003013,Stadt,45.75,16147,8094,8053,353,74336,"9,06714","49,078435",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Stadt Brackenheim,Cleebronn,081255003017,Kreisangehörige Gemeinde,17.09,3053,1571,1482,179,74389,"9,036794","49,044478",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Stadt Eppingen,"Eppingen, Stadt",081255004026,Große Kreisstadt,88.58,21784,10952,10832,246,75031,"8,909012","49,137701",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Stadt Eppingen,Gemmingen,081255004034,Kreisangehörige Gemeinde,19.08,5267,2636,2631,276,75050,"8,982537","49,156795",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Stadt Eppingen,Ittlingen,081255004047,Kreisangehörige Gemeinde,14.11,2588,1320,1268,183,74930,"8,933835","49,192169",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,GVV Flein-Talheim,Flein,081255005030,Kreisangehörige Gemeinde,8.48,7130,3419,3711,841,74223,"9,213902","49,100989",Nördliches Baden-Württemberg,dicht besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,GVV Flein-Talheim,Talheim,081255005094,Kreisangehörige Gemeinde,11.62,4953,2487,2466,426,74388,"9,193502","49,083283",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Stadt Lauffen am Neckar,"Lauffen am Neckar, Stadt",081255006056,Stadt,22.63,11831,5922,5909,523,74348,"9,150312","49,076213",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Stadt Lauffen am Neckar,Neckarwestheim,081255006066,Kreisangehörige Gemeinde,13.98,3935,2026,1909,281,74382,"9,193304","49,047055",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Stadt Lauffen am Neckar,Nordheim,081255006074,Kreisangehörige Gemeinde,12.71,8320,4135,4185,655,74226,"9,126068","49,109167",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Stadt Möckmühl,Jagsthausen,081255007048,Kreisangehörige Gemeinde,17.68,1885,921,964,107,74249,"9,469854","49,309857",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Stadt Möckmühl,"Möckmühl, Stadt",081255007063,Stadt,49.6,8144,4151,3993,164,74219,"9,359823","49,323117",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Stadt Möckmühl,Roigheim,081255007084,Kreisangehörige Gemeinde,14.01,1451,775,676,104,74255,"9,340511","49,363701",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Stadt Möckmühl,"Widdern, Stadt",081255007103,Stadt,25.23,1776,928,848,70,74259,"9,421596","49,318041",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Stadt Neckarsulm,Erlenbach,081255008027,Kreisangehörige Gemeinde,12.73,5159,2553,2606,405,74235,"9,268814","49,170228",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Stadt Neckarsulm,"Neckarsulm, Stadt",081255008065,Große Kreisstadt,24.94,26528,13235,13293,1064,74172,"9,223944","49,190147",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Stadt Neckarsulm,Untereisesheim,081255008096,Kreisangehörige Gemeinde,3.67,4161,2083,2078,1134,74257,"9,202008","49,210623",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Stadt Neuenstadt am Kocher,"Neuenstadt am Kocher, Stadt",081255009069,Stadt,41.17,10141,5083,5058,246,74196,"9,330987","49,237185",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Stadt Neuenstadt am Kocher,Hardthausen am Kocher,081255009111,Kreisangehörige Gemeinde,35.56,4126,2185,1941,116,74239,"9,40273","49,241418",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Stadt Neuenstadt am Kocher,Langenbrettach,081255009113,Kreisangehörige Gemeinde,23.97,3835,2001,1834,160,74243,"9,381284","49,224779",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,GVV Oberes Zabergäu,"Güglingen, Stadt",081255010038,Stadt,16.27,6396,3268,3128,393,74363,"8,99847","49,066703",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,GVV Oberes Zabergäu,Pfaffenhofen,081255010081,Kreisangehörige Gemeinde,12.04,2397,1212,1185,199,74397,"8,975253","49,063969",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,GVV Oberes Zabergäu,Zaberfeld,081255010108,Kreisangehörige Gemeinde,22.18,4097,2051,2046,185,74374,"8,928773","49,055967",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Gemeinde Obersulm,"Löwenstein, Stadt",081255011059,Stadt,23.46,3373,1709,1664,144,74245,"9,380173","49,095993",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Gemeinde Obersulm,Obersulm,081255011110,Kreisangehörige Gemeinde,31.08,13903,6963,6940,447,74182,"9,384003","49,135333",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,GVV Schozach-Bottwartal,Abstatt,081255012001,Kreisangehörige Gemeinde,9.66,4844,2463,2381,501,74232,"9,290986","49,068456",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,GVV Schozach-Bottwartal,"Beilstein, Stadt",081255012008,Stadt,25.24,6241,3131,3110,247,71717,"9,313798","49,040994",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,GVV Schozach-Bottwartal,Ilsfeld,081255012046,Kreisangehörige Gemeinde,26.51,9573,4883,4690,361,74360,"9,24477","49,05512",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,GVV Schozach-Bottwartal,Untergruppenbach,081255012098,Kreisangehörige Gemeinde,27.27,8385,4186,4199,307,74199,"9,276206","49,091469",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Stadt Schwaigern,Massenbachhausen,081255013061,Kreisangehörige Gemeinde,8.78,3518,1781,1737,401,74252,"9,043423","49,177809",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,VVG der Stadt Schwaigern,"Schwaigern, Stadt",081255013086,Stadt,49.49,11441,5821,5620,231,74193,"9,056965","49,141683",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,GVV Raum Weinsberg,Eberstadt,081255014021,Kreisangehörige Gemeinde,12.5,3121,1558,1563,250,74246,"9,320938","49,180243",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,GVV Raum Weinsberg,Ellhofen,081255014024,Kreisangehörige Gemeinde,5.86,3706,1862,1844,632,74248,"9,321498","49,146658",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,GVV Raum Weinsberg,Lehrensteinsfeld,081255014057,Kreisangehörige Gemeinde,6.22,2590,1295,1295,416,74251,"9,32639","49,130481",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Heilbronn,GVV Raum Weinsberg,"Weinsberg, Stadt",081255014102,Stadt,22.22,12285,6186,6099,553,74189,"9,285758","49,150258",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Hohenlohekreis,Bretzfeld,Bretzfeld,081260011011,Kreisangehörige Gemeinde,64.68,12600,6311,6289,195,74626,"9,440237","49,177232",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Hohenlohekreis,Schöntal,Schöntal,081260072072,Kreisangehörige Gemeinde,81.67,5613,2868,2745,69,74214,"9,52668","49,344441",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Hohenlohekreis,GVV Hohenloher Ebene,Kupferzell,081265001047,Kreisangehörige Gemeinde,54.28,6247,3189,3058,115,74635,"9,68958","49,227563",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Hohenlohekreis,GVV Hohenloher Ebene,"Neuenstein, Stadt",081265001058,Stadt,47.84,6607,3339,3268,138,74632,"9,582072","49,205319",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Hohenlohekreis,GVV Hohenloher Ebene,"Waldenburg, Stadt",081265001085,Stadt,31.55,3090,1618,1472,98,74638,"9,642224","49,18656",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Hohenlohekreis,GVV Krautheim,Dörzbach,081265002020,Kreisangehörige Gemeinde,32.35,2476,1240,1236,77,74677,"9,706625","49,383492",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Hohenlohekreis,GVV Krautheim,"Krautheim, Stadt",081265002045,Stadt,52.9,4662,2455,2207,88,74238,"9,634435","49,384904",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Hohenlohekreis,GVV Krautheim,Mulfingen,081265002056,Kreisangehörige Gemeinde,80.09,3657,1892,1765,46,74673,"9,801118","49,340479",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Hohenlohekreis,VVG der Stadt Künzelsau,"Ingelfingen, Stadt",081265003039,Stadt,46.48,5491,2750,2741,118,74653,"9,654049","49,299402",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Hohenlohekreis,VVG der Stadt Künzelsau,"Künzelsau, Stadt",081265003046,Stadt,75.17,15450,7766,7684,206,74653,"9,687069","49,277894",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Hohenlohekreis,GVV Mittleres Kochertal,"Forchtenberg, Stadt",081265004028,Stadt,38.09,5062,2605,2457,133,74670,"9,562246","49,287249",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Hohenlohekreis,GVV Mittleres Kochertal,"Niedernhall, Stadt",081265004060,Stadt,17.71,4091,2055,2036,231,74676,"9,614213","49,295659",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Hohenlohekreis,GVV Mittleres Kochertal,Weißbach,081265004086,Kreisangehörige Gemeinde,12.77,2030,1013,1017,159,74679,"9,595907","49,299966",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Hohenlohekreis,VVG der Stadt Öhringen,"Öhringen, Stadt",081265005066,Große Kreisstadt,67.79,24663,12242,12421,364,74613,"9,501119","49,200104",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Hohenlohekreis,VVG der Stadt Öhringen,Pfedelbach,081265005069,Kreisangehörige Gemeinde,41.29,9219,4638,4581,223,74629,"9,503745","49,17696",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Hohenlohekreis,VVG der Stadt Öhringen,Zweiflingen,081265005094,Kreisangehörige Gemeinde,32.1,1697,891,806,53,74639,"9,518026","49,25588",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,Blaufelden,Blaufelden,081270008008,Kreisangehörige Gemeinde,90.17,5286,2747,2539,59,74572,"9,974402","49,297785",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,Mainhardt,Mainhardt,081270052052,Kreisangehörige Gemeinde,58.7,6006,2971,3035,102,74535,"9,55678","49,075798",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,"Schrozberg, Stadt","Schrozberg, Stadt",081270075075,Stadt,105.21,5819,3008,2811,55,74575,"9,979876","49,344875",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,GVV Braunsbach-Untermünkheim,Braunsbach,081275001009,Kreisangehörige Gemeinde,52.87,2482,1256,1226,47,74542,"9,791297","49,198935",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,GVV Braunsbach-Untermünkheim,Untermünkheim,081275001086,Kreisangehörige Gemeinde,27.19,3005,1519,1486,111,74547,"9,733211","49,152884",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,VVG der Stadt Crailsheim,"Crailsheim, Stadt",081275002014,Große Kreisstadt,109.08,34536,17443,17093,317,74564,"10,071139","49,135752",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,VVG der Stadt Crailsheim,Satteldorf,081275002073,Kreisangehörige Gemeinde,46.21,5579,2845,2734,121,74589,"10,081515","49,170293",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,VVG der Stadt Crailsheim,Frankenhardt,081275002103,Kreisangehörige Gemeinde,69.86,4903,2494,2409,70,74586,"9,980093","49,081875",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,VVG der Stadt Crailsheim,Stimpfach,081275002104,Kreisangehörige Gemeinde,33.35,3098,1607,1491,93,74597,"10,090569","49,062419",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,GVV Fichtenau,Kreßberg,081275003101,Kreisangehörige Gemeinde,48.46,3966,1991,1975,82,74594,"10,184266","49,130659",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,GVV Fichtenau,Fichtenau,081275003102,Kreisangehörige Gemeinde,31.28,4570,2324,2246,146,74579,"10,207151","49,070628",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,VVG der Stadt Gerabronn,"Gerabronn, Stadt",081275004032,Stadt,40.38,4272,2148,2124,106,74582,"9,922672","49,251834",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,VVG der Stadt Gerabronn,"Langenburg, Stadt",081275004047,Stadt,31.4,1872,966,906,60,74595,"9,849831","49,253622",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,GVV Ilshofen-Vellberg,"Ilshofen, Stadt",081275005043,Stadt,54.87,6682,3417,3265,122,74532,"9,921075","49,169825",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,GVV Ilshofen-Vellberg,"Vellberg, Stadt",081275005089,Stadt,31.89,4477,2237,2240,140,74541,"9,880771","49,086487",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,GVV Ilshofen-Vellberg,Wolpertshausen,081275005099,Kreisangehörige Gemeinde,27.42,2297,1193,1104,84,74549,"9,845223","49,167105",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,GVV Limpurger Land,Fichtenberg,081275006023,Kreisangehörige Gemeinde,24.19,2990,1498,1492,124,74427,"9,712826","48,986058",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,GVV Limpurger Land,"Gaildorf, Stadt",081275006025,Stadt,62.59,12058,5952,6106,193,74405,"9,76983","49,00045",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,GVV Limpurger Land,Oberrot,081275006062,Kreisangehörige Gemeinde,37.94,3609,1829,1780,95,74420,"9,66391","49,013928",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,GVV Limpurger Land,Sulzbach-Laufen,081275006079,Kreisangehörige Gemeinde,43.97,2506,1266,1240,57,74429,"9,845198","48,965928",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,GVV Oberes Bühlertal,Bühlertann,081275007012,Kreisangehörige Gemeinde,23.59,3058,1551,1507,130,74424,"9,908566","49,041125",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,GVV Oberes Bühlertal,Bühlerzell,081275007013,Kreisangehörige Gemeinde,49.3,2025,1022,1003,41,74426,"9,918872","49,003231",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,GVV Oberes Bühlertal,Obersontheim,081275007063,Kreisangehörige Gemeinde,54.84,5184,2660,2524,95,74423,"9,89935","49,057122",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,GVV Brettach/Jagst,"Kirchberg an der Jagst, Stadt",081275008046,Stadt,40.93,4417,2359,2058,108,74592,"9,981388","49,20226",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,GVV Brettach/Jagst,Rot am See,081275008071,Kreisangehörige Gemeinde,74.8,5398,2754,2644,72,74585,"10,02557","49,248906",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,GVV Brettach/Jagst,Wallhausen,081275008091,Kreisangehörige Gemeinde,25.47,3736,1880,1856,147,74599,"10,063061","49,211863",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,VVG der Stadt Schwäbisch Hall,Michelbach an der Bilz,081275009056,Kreisangehörige Gemeinde,17.68,3445,1713,1732,195,74544,"9,762378","49,069624",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,VVG der Stadt Schwäbisch Hall,Michelfeld,081275009059,Kreisangehörige Gemeinde,35.22,3798,1918,1880,108,74545,"9,679757","49,097131",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,VVG der Stadt Schwäbisch Hall,"Schwäbisch Hall, Stadt",081275009076,Große Kreisstadt,104.19,40538,19617,20921,389,74523,"9,739951","49,111579",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Schwäbisch Hall,VVG der Stadt Schwäbisch Hall,Rosengarten,081275009100,Kreisangehörige Gemeinde,31.01,5149,2535,2614,166,74538,"9,726334","49,066934",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Main-Tauber-Kreis,"Creglingen, Stadt","Creglingen, Stadt",081280020020,Stadt,117.23,4681,2392,2289,40,97993,"10,032709","49,470427",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Main-Tauber-Kreis,"Freudenberg, Stadt","Freudenberg, Stadt",081280039039,Stadt,34.76,3727,1875,1852,107,97896,"9,324222","49,742099",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Main-Tauber-Kreis,"Külsheim, Stadt","Külsheim, Stadt",081280064064,Stadt,81.43,5267,2697,2570,65,97900,"9,517596","49,670835",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Main-Tauber-Kreis,"Niederstetten, Stadt","Niederstetten, Stadt",081280082082,Stadt,104.05,4774,2438,2336,46,97996,"9,917243","49,401781",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Main-Tauber-Kreis,"Weikersheim, Stadt","Weikersheim, Stadt",081280126126,Stadt,80.93,7358,3645,3713,91,97990,"9,902462","49,482875",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Main-Tauber-Kreis,"Wertheim, Stadt","Wertheim, Stadt",081280131131,Große Kreisstadt,138.59,22832,11294,11538,165,97877,"9,516823","49,759581",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Main-Tauber-Kreis,"Lauda-Königshofen, Stadt","Lauda-Königshofen, Stadt",081280139139,Stadt,94.44,14493,7202,7291,153,97922,"9,70108","49,57011",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Main-Tauber-Kreis,VVG der Stadt Bad Mergentheim,Assamstadt,081285001006,Kreisangehörige Gemeinde,17.23,2220,1103,1117,129,97959,"9,686743","49,427324",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Main-Tauber-Kreis,VVG der Stadt Bad Mergentheim,"Bad Mergentheim, Stadt",081285001007,Große Kreisstadt,129.96,23883,11673,12210,184,97980,"9,773085","49,490973",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Main-Tauber-Kreis,VVG der Stadt Bad Mergentheim,Igersheim,081285001058,Kreisangehörige Gemeinde,42.83,5565,2743,2822,130,97999,"9,815731","49,496624",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Main-Tauber-Kreis,VVG der Stadt Boxberg,"Boxberg, Stadt",081285002014,Stadt,101.71,6700,3421,3279,66,97944,"9,642832","49,484971",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Main-Tauber-Kreis,VVG der Stadt Boxberg,Ahorn,081285002138,Kreisangehörige Gemeinde,53.93,2189,1136,1053,41,74744,"9,540368","49,501528",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Main-Tauber-Kreis,VVG der Stadt Grünsfeld,"Grünsfeld, Stadt",081285003047,Stadt,44.72,3601,1825,1776,81,97947,"9,744701","49,607521",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Main-Tauber-Kreis,VVG der Stadt Grünsfeld,Wittighausen,081285003137,Kreisangehörige Gemeinde,32.36,1632,841,791,50,97957,"9,838518","49,612832",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Main-Tauber-Kreis,VVG der Stadt Tauberbischofsheim,Großrinderfeld,081285004045,Kreisangehörige Gemeinde,56.28,4031,2035,1996,72,97950,"9,733541","49,665421",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Main-Tauber-Kreis,VVG der Stadt Tauberbischofsheim,Königheim,081285004061,Kreisangehörige Gemeinde,61.21,2983,1509,1474,49,97953,"9,592932","49,618084",Nördliches Baden-Württemberg,gering besiedelt
Baden-Württemberg,Reg.-Bez. Stuttgart,Main-Tauber-Kreis,VVG der Stadt Tauberbischofsheim,"Tauberbischofsheim, Stadt",081285004115,Stadt,69.29,13172,6527,6645,190,97941,"9,662778","49,622047",Nördliches Baden-Württemberg,mittlere Besiedlungsdichte
Baden-Württemberg,Reg.-Bez. Stuttgart,Main-Tauber-Kreis,VVG der Stadt Tauberbischofsheim,Werbach,081285004128,Kreisangehörige Gemeinde,43.17,3291,1636,1655,76,97956,"9,638538","49,670749",Nördliches Baden-Württemberg,gering besiedelt
