land,rb,kreis,vb,gemeindename,_ars_gemeinde,kennzeichen,flaeche_km2,bev_geseamt,bev_maennl,bev_weibl,bev_pro_km2,plz,longitude,latitude,reisegebiet_name,urbanisierung_cat
Niedersachsen,Statistische Region Weser-Ems,Emsland,"Haselünne, Stadt","Haselünne, Stadt",034540019019,Stadt,159.43,13029,6443,6586,82,49740,"7,486718","52,67361",Grafschaft Bentheim-Emsland-Osnabrücker Land,mittlere Besiedlungsdichte
Niedersachsen,Statistische Region Weser-Ems,Emsland,"Lingen (Ems), Stadt","Lingen (Ems), Stadt",034540032032,Stadt,176.18,54708,27125,27583,311,49808,"7,316682","52,522295",Grafschaft Bentheim-Emsland-Osnabrücker Land,mittlere Besiedlungsdichte
Niedersachsen,Statistische Region Weser-Ems,Emsland,"Meppen, Stadt","Meppen, Stadt",034540035035,Stadt,188.4,35313,17438,17875,187,49716,"7,291674","52,690751",Grafschaft Bentheim-Emsland-Osnabrücker Land,mittlere Besiedlungsdichte
Niedersachsen,Statistische Region Weser-Ems,Emsland,"Papenburg, Stadt","Papenburg, Stadt",034540041041,Stadt,118.44,37766,19506,18260,319,26871,"7,393067","53,078104",Grafschaft Bentheim-Emsland-Osnabrücker Land,mittlere Besiedlungsdichte
Niedersachsen,Statistische Region Weser-Ems,Emsland,Rhede (Ems),Rhede (Ems),034540044044,Kreisangehörige Gemeinde,74.98,4292,2228,2064,57,26899,"7,272848","53,059435",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Salzbergen,Salzbergen,034540045045,Kreisangehörige Gemeinde,53.38,7839,3982,3857,147,48499,"7,347538","52,323115",Grafschaft Bentheim-Emsland-Osnabrücker Land,mittlere Besiedlungsdichte
Niedersachsen,Statistische Region Weser-Ems,Emsland,Twist,Twist,034540054054,Kreisangehörige Gemeinde,105.67,9605,5036,4569,91,49767,"7,060796","52,635164",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Dörpen,Dersum,034545401007,Kreisangehörige Gemeinde,28.57,1443,738,705,51,26906,"7,276146","52,959793",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Dörpen,Dörpen,034545401008,Kreisangehörige Gemeinde,33.08,5392,2747,2645,163,26892,"7,32235","52,965517",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Dörpen,Heede,034545401020,Kreisangehörige Gemeinde,31.11,2523,1313,1210,81,26892,"7,298923","52,993267",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Dörpen,Kluse,034545401025,Kreisangehörige Gemeinde,25.31,1700,883,817,67,26892,"7,342247","52,933469",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Dörpen,Lehe,034545401030,Kreisangehörige Gemeinde,17.87,979,518,461,55,26892,"7,34349","53,002707",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Dörpen,Neubörger,034545401037,Kreisangehörige Gemeinde,16.52,1546,802,744,94,26909,"7,449731","52,955288",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Dörpen,Neulehe,034545401038,Kreisangehörige Gemeinde,13.62,798,411,387,59,26909,"7,414249","53,008308",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Dörpen,Walchum,034545401056,Kreisangehörige Gemeinde,26.5,1588,806,782,60,26907,"7,282138","52,930598",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Dörpen,Wippingen,034545401060,Kreisangehörige Gemeinde,16.55,968,521,447,58,26892,"7,406911","52,924918",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Freren,Andervenne,034545402001,Kreisangehörige Gemeinde,19.67,894,463,431,45,49832,"7,570871","52,508973",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Freren,Beesten,034545402003,Kreisangehörige Gemeinde,25.67,1602,840,762,62,49832,"7,497701","52,43596",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Freren,"Freren, Stadt",034545402012,Stadt,48.97,5085,2589,2496,104,49832,"7,543898","52,486741",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Freren,Messingen,034545402036,Kreisangehörige Gemeinde,25.44,1060,558,502,42,49832,"7,460185","52,466511",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Freren,Thuine,034545402053,Kreisangehörige Gemeinde,12.47,1775,830,945,142,49832,"7,489624","52,498887",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Herzlake,Dohren,034545403009,Kreisangehörige Gemeinde,25.63,1141,570,571,45,49770,"7,584082","52,64514",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Herzlake,Herzlake,034545403021,Kreisangehörige Gemeinde,49.78,4533,2424,2109,91,49770,"7,606648","52,684854",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Herzlake,Lähden,034545403026,Kreisangehörige Gemeinde,79.89,4725,2521,2204,59,49774,"7,567496","52,744149",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Lathen,Fresenburg,034545404013,Kreisangehörige Gemeinde,21.6,904,457,447,42,49762,"7,298413","52,883333",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Lathen,Lathen,034545404029,Kreisangehörige Gemeinde,38.04,6711,3452,3259,176,49762,"7,314254","52,862362",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Lathen,Niederlangen,034545404039,Kreisangehörige Gemeinde,29.36,1261,644,617,43,49779,"7,284729","52,856972",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Lathen,Oberlangen,034545404040,Kreisangehörige Gemeinde,22.24,972,495,477,44,49779,"7,275066","52,849165",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Lathen,Renkenberge,034545404043,Kreisangehörige Gemeinde,18.99,695,360,335,37,49762,"7,377889","52,90842",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Lathen,Sustrum,034545404052,Kreisangehörige Gemeinde,35.58,1373,754,619,39,49762,"7,28378","52,911212",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Lengerich,Bawinkel,034545405002,Kreisangehörige Gemeinde,20.35,2481,1234,1247,122,49844,"7,411492","52,600378",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Lengerich,Gersten,034545405015,Kreisangehörige Gemeinde,28.83,1225,634,591,42,49838,"7,495371","52,571887",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Lengerich,Handrup,034545405017,Kreisangehörige Gemeinde,14.6,818,432,386,56,49838,"7,570664","52,565882",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Lengerich,Langen,034545405028,Kreisangehörige Gemeinde,33.53,1459,752,707,44,49838,"7,468918","52,541236",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Lengerich,Lengerich,034545405031,Kreisangehörige Gemeinde,31.72,2713,1366,1347,86,49838,"7,532282","52,553577",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Lengerich,Wettrup,034545405059,Kreisangehörige Gemeinde,13.82,533,273,260,39,49838,"7,59702","52,589256",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Nordhümmling,Bockhorst,034545406004,Kreisangehörige Gemeinde,18.24,959,497,462,53,26897,"7,573971","53,035299",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Nordhümmling,Breddenberg,034545406006,Kreisangehörige Gemeinde,8.94,800,399,401,89,26897,"7,607868","52,953742",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Nordhümmling,Esterwegen,034545406011,Kreisangehörige Gemeinde,49.59,5429,2792,2637,109,26897,"7,633031","52,993068",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Nordhümmling,Hilkenbrook,034545406022,Kreisangehörige Gemeinde,11.12,773,409,364,70,26897,"7,70807","52,984367",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Nordhümmling,Surwold,034545406051,Kreisangehörige Gemeinde,55,4265,2196,2069,78,26903,"7,491006","53,009275",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Sögel,Börger,034545407005,Kreisangehörige Gemeinde,55.52,2794,1442,1352,50,26904,"7,533851","52,912037",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Sögel,Groß Berßen,034545407016,Kreisangehörige Gemeinde,20.76,680,358,322,33,49777,"7,494905","52,775071",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Sögel,Hüven,034545407023,Kreisangehörige Gemeinde,15.24,542,294,248,36,49751,"7,551923","52,785938",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Sögel,Klein Berßen,034545407024,Kreisangehörige Gemeinde,16.93,1152,603,549,68,49777,"7,463796","52,768675",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Sögel,Sögel,034545407047,Kreisangehörige Gemeinde,55.26,8029,4185,3844,145,49751,"7,523528","52,840845",Grafschaft Bentheim-Emsland-Osnabrücker Land,mittlere Besiedlungsdichte
Niedersachsen,Statistische Region Weser-Ems,Emsland,Sögel,Spahnharrenstätte,034545407048,Kreisangehörige Gemeinde,36.07,1546,805,741,43,49751,"7,601923","52,869924",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Sögel,Stavern,034545407050,Kreisangehörige Gemeinde,50.96,1064,553,511,21,49777,"7,433338","52,796854",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Sögel,Werpeloh,034545407058,Kreisangehörige Gemeinde,35.33,1095,560,535,31,49751,"7,507496","52,875508",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Spelle,Lünne,034545408034,Kreisangehörige Gemeinde,30.26,1929,1009,920,64,48480,"7,423778","52,43095",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Spelle,Schapen,034545408046,Kreisangehörige Gemeinde,26.67,2416,1247,1169,91,48480,"7,558824","52,401912",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Spelle,Spelle,034545408049,Kreisangehörige Gemeinde,34.22,9545,4885,4660,279,48480,"7,469059","52,367401",Grafschaft Bentheim-Emsland-Osnabrücker Land,mittlere Besiedlungsdichte
Niedersachsen,Statistische Region Weser-Ems,Emsland,Werlte,Lahn,034545409027,Kreisangehörige Gemeinde,21.24,863,452,411,41,49757,"7,616105","52,81632",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Werlte,Lorup,034545409033,Kreisangehörige Gemeinde,51.35,3171,1726,1445,62,26901,"7,644995","52,924387",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Werlte,Rastdorf,034545409042,Kreisangehörige Gemeinde,26.34,1082,592,490,41,26901,"7,709197","52,912598",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Werlte,Vrees,034545409055,Kreisangehörige Gemeinde,37.55,1777,940,837,47,49757,"7,774552","52,887605",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Emsland,Werlte,"Werlte, Stadt",034545409057,Stadt,63.81,10149,5261,4888,159,49757,"7,678432","52,851059",Grafschaft Bentheim-Emsland-Osnabrücker Land,mittlere Besiedlungsdichte
Niedersachsen,Statistische Region Weser-Ems,Friesland,"Jever, Stadt","Jever, Stadt",034550007007,Stadt,42.23,14413,6860,7553,341,26441,"7,900312","53,575606",Ostfriesland,mittlere Besiedlungsdichte
Niedersachsen,Statistische Region Weser-Ems,Friesland,Sande,Sande,034550014014,Kreisangehörige Gemeinde,44.92,8792,4316,4476,196,26452,"8,01612","53,49975",Ostfriesland,mittlere Besiedlungsdichte
Niedersachsen,Statistische Region Weser-Ems,Friesland,"Schortens, Stadt","Schortens, Stadt",034550015015,Stadt,68.8,20381,9966,10415,296,26419,"7,948406","53,540474",Ostfriesland,mittlere Besiedlungsdichte
Niedersachsen,Statistische Region Weser-Ems,Friesland,Wangerland,Wangerland,034550020020,Kreisangehörige Gemeinde,176.19,9182,4514,4668,52,26434,"7,915526","53,662516",Nordseeküste,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Friesland,"Wangerooge, Nordseebad","Wangerooge, Nordseebad",034550021021,Kreisangehörige Gemeinde,4.97,1214,573,641,244,26486,"7,899863","53,791535",Ostfriesische Inseln,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Friesland,Bockhorn,Bockhorn,034550025025,Kreisangehörige Gemeinde,77.27,8892,4431,4461,115,26345,"8,013199","53,393237",Ostfriesland,mittlere Besiedlungsdichte
Niedersachsen,Statistische Region Weser-Ems,Friesland,"Varel, Stadt","Varel, Stadt",034550026026,Stadt,113.75,24017,11699,12318,211,26316,"8,135174","53,394916",Nordseeküste,mittlere Besiedlungsdichte
Niedersachsen,Statistische Region Weser-Ems,Friesland,Zetel,Zetel,034550027027,Kreisangehörige Gemeinde,81.4,11813,5820,5993,145,26340,"7,973923","53,418096",Ostfriesland,mittlere Besiedlungsdichte
Niedersachsen,Statistische Region Weser-Ems,Grafschaft Bentheim,"Bad Bentheim, Stadt","Bad Bentheim, Stadt",034560001001,Stadt,100,15609,7752,7857,156,48455,"7,159614","52,302515",Grafschaft Bentheim-Emsland-Osnabrücker Land,mittlere Besiedlungsdichte
Niedersachsen,Statistische Region Weser-Ems,Grafschaft Bentheim,"Nordhorn, Stadt","Nordhorn, Stadt",034560015015,Stadt,149.87,53711,26536,27175,358,48529,"7,071263","52,435804",Grafschaft Bentheim-Emsland-Osnabrücker Land,mittlere Besiedlungsdichte
Niedersachsen,Statistische Region Weser-Ems,Grafschaft Bentheim,Wietmarschen,Wietmarschen,034560025025,Kreisangehörige Gemeinde,119.1,12336,6239,6097,104,49835,"7,132326","52,51958",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Grafschaft Bentheim,Emlichheim,Emlichheim,034565401002,Kreisangehörige Gemeinde,48.65,7312,3698,3614,150,49824,"6,853449","52,606837",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Grafschaft Bentheim,Emlichheim,Hoogstede,034565401009,Kreisangehörige Gemeinde,49.78,2844,1424,1420,57,49846,"6,94796","52,581113",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Grafschaft Bentheim,Emlichheim,Laar,034565401012,Kreisangehörige Gemeinde,51.01,2129,1082,1047,42,49824,"6,740122","52,61344",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Grafschaft Bentheim,Emlichheim,Ringe,034565401019,Kreisangehörige Gemeinde,35.36,2014,1067,947,57,49824,"6,921272","52,595589",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Grafschaft Bentheim,Neuenhaus,Esche,034565402004,Kreisangehörige Gemeinde,11,579,296,283,53,49828,"6,959226","52,541454",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Grafschaft Bentheim,Neuenhaus,Georgsdorf,034565402005,Kreisangehörige Gemeinde,19.29,1216,626,590,63,49828,"7,070904","52,5707",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Grafschaft Bentheim,Neuenhaus,Lage,034565402013,Kreisangehörige Gemeinde,6.39,1029,527,502,161,49828,"6,961467","52,468027",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Grafschaft Bentheim,Neuenhaus,"Neuenhaus, Stadt",034565402014,Stadt,31.37,10049,5042,5007,320,49828,"6,966389","52,498188",Grafschaft Bentheim-Emsland-Osnabrücker Land,mittlere Besiedlungsdichte
Niedersachsen,Statistische Region Weser-Ems,Grafschaft Bentheim,Neuenhaus,Osterwald,034565402017,Kreisangehörige Gemeinde,33.43,1192,629,563,36,49828,"7,056631","52,548426",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Grafschaft Bentheim,Schüttorf,Engden,034565403003,Kreisangehörige Gemeinde,44.3,421,211,210,10,48465,"7,175182","52,391482",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Grafschaft Bentheim,Schüttorf,Isterberg,034565403010,Kreisangehörige Gemeinde,20.32,580,294,286,29,48465,"7,175623","52,360206",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Grafschaft Bentheim,Schüttorf,Ohne,034565403016,Kreisangehörige Gemeinde,9.03,582,290,292,64,48465,"7,283482","52,272738",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Grafschaft Bentheim,Schüttorf,Quendorf,034565403018,Kreisangehörige Gemeinde,14.13,598,297,301,42,48465,"7,208063","52,33849",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Grafschaft Bentheim,Schüttorf,Samern,034565403020,Kreisangehörige Gemeinde,26.07,773,407,366,30,48465,"7,255962","52,299715",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Grafschaft Bentheim,Schüttorf,"Schüttorf, Stadt",034565403027,Stadt,19.45,12876,6463,6413,662,48465,"7,225202","52,322484",Grafschaft Bentheim-Emsland-Osnabrücker Land,mittlere Besiedlungsdichte
Niedersachsen,Statistische Region Weser-Ems,Grafschaft Bentheim,Uelsen,Getelo,034565404006,Kreisangehörige Gemeinde,20.24,531,282,249,26,49843,"6,841933","52,469548",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Grafschaft Bentheim,Uelsen,Gölenkamp,034565404007,Kreisangehörige Gemeinde,20.95,579,303,276,28,49843,"6,91598","52,510203",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Grafschaft Bentheim,Uelsen,Halle,034565404008,Kreisangehörige Gemeinde,21.16,666,331,335,31,49843,"6,91795","52,453233",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
Niedersachsen,Statistische Region Weser-Ems,Grafschaft Bentheim,Uelsen,Itterbeck,034565404011,Kreisangehörige Gemeinde,41.08,1756,898,858,43,49847,"6,801312","52,505277",Grafschaft Bentheim-Emsland-Osnabrücker Land,gering besiedelt
